number,id,priority,title,author,first_published,latest_published,published,domain,pillar,category,subcategory,topic,slug,difficulty,status,path,type,reading_mode,summary_depth,learning_stage,prerequisites,primary_source
1204,1204,P0,Artificial Intelligence: A Guide for Thinking Humans,Melanie Mitchell,2019,2020,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,History of AI,Artificial-Intelligence-Mitchell,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Artificial-Intelligence-Mitchell.md,nonfiction,summary,detailed,Foundation,,
1205,1205,P0,Empire of AI: Dreams and Nightmares in Sam Altman's OpenAI,Karen Hao,2025,2025,2025,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,History of AI,Empire-of-AI-Hao,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Empire-of-AI-Hao.md,nonfiction,summary,detailed,Foundation,,
1206,1206,P0,Artificial Intelligence: A Modern Approach,Stuart Russell; Peter Norvig,1995,2020,1995,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,AI Concepts,Artificial-Intelligence-A-Modern-Approach,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Artificial-Intelligence-A-Modern-Approach.md,nonfiction,summary,detailed,Foundation,,
1207,1207,P0,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,2015,2018,2015,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,AI Concepts,The-Master-Algorithm-AI,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/The-Master-Algorithm-AI.md,nonfiction,summary,detailed,Foundation,,
1208,1208,P0,Deep Learning,Ian Goodfellow; Yoshua Bengio; Aaron Courville,2016,2016,2016,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,AI Concepts,Deep-Learning-Goodfellow,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Deep-Learning-Goodfellow.md,nonfiction,summary,detailed,Foundation,,
1209,1209,P0,Deep Learning with Python,François Chollet,2017,2021,2017,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,AI Concepts,Deep-Learning-with-Python,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Deep-Learning-with-Python.md,nonfiction,summary,detailed,Foundation,,
1210,1210,P0,Rebooting AI: Building Artificial Intelligence We Can Trust,Gary Marcus; Ernest Davis,2019,2020,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,AI Concepts,Rebooting-AI,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Rebooting-AI.md,nonfiction,summary,detailed,Foundation,,
1211,1211,P0,The Book of Why: The New Science of Cause and Effect,Judea Pearl; Dana Mackenzie,2018,2019,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,Intelligent Systems,The-Book-of-Why,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/The-Book-of-Why.md,nonfiction,summary,detailed,Foundation,,
1212,1212,P0,"Causality: Models, Reasoning, and Inference",Judea Pearl,2000,2009,2000,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,Intelligent Systems,Causality-Pearl,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Causality-Pearl.md,nonfiction,summary,detailed,Foundation,,
1213,1213,P0,A Thousand Brains: A New Theory of Intelligence,Jeff Hawkins,2021,2021,2021,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,Intelligent Systems,A-Thousand-Brains,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/A-Thousand-Brains.md,nonfiction,summary,detailed,Foundation,,
1214,1214,P0,On Intelligence: How a New Understanding of the Brain Will Lead to the Creation of Truly Intelligent Machines,Jeff Hawkins; Sandra Blakeslee,2004,2007,2004,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,Intelligent Systems,On-Intelligence,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/On-Intelligence.md,nonfiction,summary,detailed,Foundation,,
1215,1215,P0,Society of Mind,Marvin Minsky,1986,1988,1986,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Artificial Intelligence,Intelligent Systems,Society-of-Mind,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Society-of-Mind.md,nonfiction,summary,detailed,Foundation,,
1216,1216,P0,The Hundred-Page Machine Learning Book,Andriy Burkov,2019,2019,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Machine Learning Ideas,The-Hundred-Page-Machine-Learning-Book,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/The-Hundred-Page-Machine-Learning-Book.md,nonfiction,summary,detailed,Foundation,,
1217,1217,P0,Machine Learning Yearning,Andrew Ng,2018,2018,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Machine Learning Ideas,Machine-Learning-Yearning,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Machine-Learning-Yearning.md,nonfiction,summary,detailed,Foundation,,
1218,1218,P0,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow",Aurélien Géron,2017,2022,2017,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Machine Learning Ideas,Hands-On-Machine-Learning-Geron,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Hands-On-Machine-Learning-Geron.md,nonfiction,summary,detailed,Foundation,,
1219,1219,P0,Interpretable Machine Learning: A Guide for Making Black Box Models Explainable,Christoph Molnar,2019,2022,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Machine Learning Ideas,Interpretable-Machine-Learning,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Interpretable-Machine-Learning.md,nonfiction,summary,detailed,Foundation,,
1220,1220,P0,Pattern Recognition and Machine Learning,Christopher M. Bishop,2006,2006,2006,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Machine Learning Ideas,Pattern-Recognition-and-Machine-Learning,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Pattern-Recognition-and-Machine-Learning.md,nonfiction,summary,detailed,Foundation,,
1221,1221,P0,Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,Chip Huyen,2022,2022,2022,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Data & Learning Systems,Designing-Machine-Learning-Systems,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Designing-Machine-Learning-Systems.md,nonfiction,summary,detailed,Foundation,,
1222,1222,P0,AI Engineering: Building Applications with Foundation Models,Chip Huyen,2024,2024,2024,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Data & Learning Systems,AI-Engineering-Huyen,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/AI-Engineering-Huyen.md,nonfiction,summary,detailed,Foundation,,
1223,1223,P0,Reliable Machine Learning: Applying SRE Principles to ML in Production,Cathy Chen; Niall Richard Murphy; Kranti Parisa; D. Sculley,2022,2022,2022,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Data & Learning Systems,Reliable-Machine-Learning,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Reliable-Machine-Learning.md,nonfiction,summary,detailed,Foundation,,
1224,1224,P1,Machine Learning Engineering in Action,Ben Wilson,2022,2022,2022,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Data & Learning Systems,Machine-Learning-Engineering-in-Action,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Machine-Learning-Engineering-in-Action.md,nonfiction,summary,detailed,Foundation,,
1225,1225,P1,Building Machine Learning Powered Applications: Going from Idea to Product,Emmanuel Ameisen,2020,2020,2020,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Machine Learning Concepts,Data & Learning Systems,Building-Machine-Learning-Powered-Applications,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Building-Machine-Learning-Powered-Applications.md,nonfiction,summary,detailed,Foundation,,
1226,1226,P0,Build a Large Language Model (from Scratch),Sebastian Raschka,2024,2024,2024,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Language Models,Build-a-Large-Language-Model-from-Scratch,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Build-a-Large-Language-Model-from-Scratch.md,nonfiction,summary,detailed,Foundation,,
1227,1227,P0,The LLM Engineering Handbook,Paul Iusztin; Maxime Labonne,2024,2024,2024,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Language Models,The-LLM-Engineering-Handbook,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/The-LLM-Engineering-Handbook.md,nonfiction,summary,detailed,Foundation,,
1228,1228,P0,Natural Language Processing with Transformers: Building Language Applications with Hugging Face,Lewis Tunstall; Leandro von Werra; Thomas Wolf,2022,2022,2022,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Language Models,Natural-Language-Processing-with-Transformers,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Natural-Language-Processing-with-Transformers.md,nonfiction,summary,detailed,Foundation,,
1229,1229,P0,Speech and Language Processing,Daniel Jurafsky; James H. Martin,2000,2024,2000,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Language Models,Speech-and-Language-Processing,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Speech-and-Language-Processing.md,nonfiction,summary,detailed,Foundation,,
1230,1230,P0,"Generative Deep Learning: Teaching Machines to Paint, Write, Compose, and Play",David Foster,2019,2023,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Language Models,Generative-Deep-Learning,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Generative-Deep-Learning.md,nonfiction,summary,detailed,Foundation,,
1231,1231,P0,Co-Intelligence: Living and Working with AI,Ethan Mollick,2024,2024,2024,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Generative Systems,Co-Intelligence-Mollick,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Co-Intelligence-Mollick.md,nonfiction,summary,detailed,Foundation,,
1232,1232,P0,"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",Mustafa Suleyman; Michael Bhaskar,2023,2023,2023,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Generative Systems,The-Coming-Wave-Suleyman,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/The-Coming-Wave-Suleyman.md,nonfiction,summary,detailed,Foundation,,
1233,1233,P0,Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,2024,2024,2024,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Generative Systems,Nexus-Harari,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Nexus-Harari.md,nonfiction,summary,detailed,Foundation,,
1234,1234,P1,Impromptu: Amplifying Our Humanity Through AI,Reid Hoffman,2023,2023,2023,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Generative Systems,Impromptu-Hoffman,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/Impromptu-Hoffman.md,nonfiction,summary,detailed,Foundation,,
1235,1235,P1,All-in On AI: How Smart Companies Win Big with Artificial Intelligence,Thomas H. Davenport; Nitin Mittal,2023,2023,2023,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,01-AI-CONCEPTS,Generative Ai,Generative Systems,All-in-On-AI,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/01-AI-CONCEPTS/All-in-On-AI.md,nonfiction,summary,detailed,Foundation,,
1236,1236,P0,Human Compatible: Artificial Intelligence and the Problem of Control,Stuart Russell,2019,2020,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Alignment,Human-Compatible,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Human-Compatible.md,nonfiction,summary,detailed,Foundation,,
1237,1237,P0,The Alignment Problem: Machine Learning and Human Values,Brian Christian,2020,2021,2020,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Alignment,The-Alignment-Problem,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/The-Alignment-Problem.md,nonfiction,summary,detailed,Foundation,,
1238,1238,P0,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,2014,2016,2014,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Alignment,Superintelligence,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Superintelligence.md,nonfiction,summary,detailed,Foundation,,
1239,1239,P0,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,2017,2018,2017,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Alignment,Life-3-0,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Life-3-0.md,nonfiction,summary,detailed,Foundation,,
1240,1240,P1,If Then: How the Simulmatics Corporation Invented the Future,Jill Lepore,2020,2021,2020,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Alignment,If-Then-Lepore,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/If-Then-Lepore.md,nonfiction,summary,detailed,Foundation,,
1241,1241,P0,The Precipice: Existential Risk and the Future of Humanity,Toby Ord,2020,2021,2020,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Risk,The-Precipice-Ord,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/The-Precipice-Ord.md,nonfiction,summary,detailed,Foundation,,
1242,1242,P1,Our Final Invention: Artificial Intelligence and the End of the Human Era,James Barrat,2013,2015,2013,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Risk,Our-Final-Invention,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Our-Final-Invention.md,nonfiction,summary,detailed,Foundation,,
1243,1243,P1,Scary Smart: The Future of Artificial Intelligence and How You Can Save Our World,Mo Gawdat,2021,2021,2021,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Risk,Scary-Smart,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Scary-Smart.md,nonfiction,summary,detailed,Foundation,,
1244,1244,P1,Surviving AI: The Promise and Peril of Artificial Intelligence,Calum Chace,2015,2020,2015,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Risk,Surviving-AI,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Surviving-AI.md,nonfiction,summary,detailed,Foundation,,
1245,1245,P1,Global Catastrophic Risks,Nick Bostrom; Milan M. Cirkovic,2008,2011,2008,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Safety,AI Risk,Global-Catastrophic-Risks,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Global-Catastrophic-Risks.md,nonfiction,summary,detailed,Foundation,,
1246,1246,P0,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,2016,2017,2016,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Responsible AI,Weapons-of-Math-Destruction,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Weapons-of-Math-Destruction.md,nonfiction,summary,detailed,Foundation,,
1247,1247,P0,Algorithms of Oppression: How Search Engines Reinforce Racism,Safiya Umoja Noble,2018,2018,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Responsible AI,Algorithms-of-Oppression,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Algorithms-of-Oppression.md,nonfiction,summary,detailed,Foundation,,
1248,1248,P0,"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor",Virginia Eubanks,2018,2019,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Responsible AI,Automating-Inequality,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Automating-Inequality.md,nonfiction,summary,detailed,Foundation,,
1249,1249,P1,Race After Technology: Abolitionist Tools for the New Jim Code,Ruha Benjamin,2019,2019,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Responsible AI,Race-After-Technology,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Race-After-Technology.md,nonfiction,summary,detailed,Foundation,,
1250,1250,P0,"Atlas of AI: Power, Politics, and the Planetary Costs of Artificial Intelligence",Kate Crawford,2021,2021,2021,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Responsible AI,Atlas-of-AI,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Atlas-of-AI.md,nonfiction,summary,detailed,Foundation,,
1251,1251,P0,The Ethical Algorithm: The Science of Socially Aware Algorithm Design,Michael Kearns; Aaron Roth,2019,2019,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Algorithmic Society,The-Ethical-Algorithm,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/The-Ethical-Algorithm.md,nonfiction,summary,detailed,Foundation,,
1252,1252,P0,Hello World: Being Human in the Age of Algorithms,Hannah Fry,2018,2019,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Algorithmic Society,Hello-World-Fry,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Hello-World-Fry.md,nonfiction,summary,detailed,Foundation,,
1253,1253,P0,The Black Box Society: The Secret Algorithms That Control Money and Information,Frank Pasquale,2015,2016,2015,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Algorithmic Society,The-Black-Box-Society,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/The-Black-Box-Society.md,nonfiction,summary,detailed,Foundation,,
1254,1254,P1,New Dark Age: Technology and the End of the Future,James Bridle,2018,2019,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Algorithmic Society,New-Dark-Age,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/New-Dark-Age.md,nonfiction,summary,detailed,Foundation,,
1255,1255,P1,"Ways of Being: Animals, Plants, Machines: The Search for a Planetary Intelligence",James Bridle,2022,2022,2022,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Ai Ethics,Algorithmic Society,Ways-of-Being,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Ways-of-Being.md,nonfiction,summary,detailed,Foundation,,
1256,1256,P0,Rise of the Robots: Technology and the Threat of a Jobless Future,Martin Ford,2015,2016,2015,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Automation & Jobs,Rise-of-the-Robots,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Rise-of-the-Robots.md,nonfiction,summary,detailed,Foundation,,
1257,1257,P1,Rule of the Robots: How Artificial Intelligence Will Transform Everything,Martin Ford,2021,2021,2021,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Automation & Jobs,Rule-of-the-Robots,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Rule-of-the-Robots.md,nonfiction,summary,detailed,Foundation,,
1258,1258,P0,"A World Without Work: Technology, Automation, and How We Should Respond",Daniel Susskind,2020,2021,2020,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Automation & Jobs,A-World-Without-Work,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/A-World-Without-Work.md,nonfiction,summary,detailed,Foundation,,
1259,1259,P0,The Future of the Professions: How Technology Will Transform the Work of Human Experts,Richard Susskind; Daniel Susskind,2015,2022,2015,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Automation & Jobs,The-Future-of-the-Professions,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/The-Future-of-the-Professions.md,nonfiction,summary,detailed,Foundation,,
1260,1260,P1,Humans Need Not Apply: A Guide to Wealth and Work in the Age of Artificial Intelligence,Jerry Kaplan,2015,2016,2015,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Automation & Jobs,Humans-Need-Not-Apply,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Humans-Need-Not-Apply.md,nonfiction,summary,detailed,Foundation,,
1261,1261,P0,Human + Machine: Reimagining Work in the Age of AI,Paul R. Daugherty; H. James Wilson,2018,2018,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Human-AI Collaboration,Human-Plus-Machine,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Human-Plus-Machine.md,nonfiction,summary,detailed,Foundation,,
1262,1262,P1,Radically Human: How New Technology Is Transforming Business and Shaping Our Future,Paul R. Daugherty; H. James Wilson,2022,2022,2022,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Human-AI Collaboration,Radically-Human,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Radically-Human.md,nonfiction,summary,detailed,Foundation,,
1263,1263,P0,Deep Thinking: Where Machine Intelligence Ends and Human Creativity Begins,Garry Kasparov; Mig Greengard,2017,2018,2017,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Human-AI Collaboration,Deep-Thinking-Kasparov,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Deep-Thinking-Kasparov.md,nonfiction,summary,detailed,Foundation,,
1264,1264,P1,Only Humans Need Apply: Winners and Losers in the Age of Smart Machines,Thomas H. Davenport; Julia Kirby,2016,2016,2016,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Human-AI Collaboration,Only-Humans-Need-Apply,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Only-Humans-Need-Apply.md,nonfiction,summary,detailed,Foundation,,
1265,1265,P0,Competing in the Age of AI: Strategy and Leadership When Algorithms and Networks Run the World,Marco Iansiti; Karim R. Lakhani,2020,2020,2020,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Human-AI Collaboration,Competing-in-the-Age-of-AI,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Competing-in-the-Age-of-AI.md,nonfiction,summary,detailed,Foundation,,
1266,1266,P0,Futureproof: 9 Rules for Humans in the Age of Automation,Kevin Roose,2021,2022,2021,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Future Skills,Futureproof-Roose,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Futureproof-Roose.md,nonfiction,summary,detailed,Foundation,,
1267,1267,P1,Robot-Proof: Higher Education in the Age of Artificial Intelligence,Joseph E. Aoun,2017,2018,2017,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Future Skills,Robot-Proof,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Robot-Proof.md,nonfiction,summary,detailed,Foundation,,
1268,1268,P0,21 Lessons for the 21st Century,Yuval Noah Harari,2018,2019,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Future Skills,21-Lessons-for-the-21st-Century,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/21-Lessons-for-the-21st-Century.md,nonfiction,summary,detailed,Foundation,,
1269,1269,P0,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,2015,2017,2015,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Future Skills,Homo-Deus,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/Homo-Deus.md,nonfiction,summary,detailed,Foundation,,
